#name,startNode,endNode,startDirection,endDirection,EOLchannelcount,channelplan,fibername,protection,working,protector,parameter1,parameter2,parameter3,parameter4,parameter5,dhcpPoolDomainName
#Version 5.1,,,,,,,,,,,,,,,,
0004 DWDMU TR10 TR9,TR9,TR10,2,4,96,96 Standard hiT 7300+,F0236,Unprotected,,,,,,,,
0002 DWDMU F25 F27,F27-1,F25-1,2,4,96,96 Standard hiT 7300+,F0215,Unprotected,,,,,,,,
0002 DWDMU F25 F27,F27-1,F25-1,2,4,96,96 Standard hiT 7300+,F0214,Unprotected,,,,,,,,
0002 DWDMU F25 F27,F27-1,F25-1,2,4,96,96 Standard hiT 7300+,F0212,Unprotected,,,,,,,,
0001 DWDMU F25 F27,F25-1,F27-1,4,2,96,96 Standard hiT 7300+,F0211,Unprotected,,,,,,,,
0001 DWDMU F25 F27,F25-1,F27-1,4,2,96,96 Standard hiT 7300+,F0213,Unprotected,,,,,,,,
0001 DWDMU F25 F27,F25-1,F27-1,4,2,96,96 Standard hiT 7300+,F0216,Unprotected,,,,,,,,
0001 DWDMU F27 TR10,F27-1,TR10,3,3,96,96 Standard hiT 7300+,F0223,Unprotected,,,,,,,,
0001 DWDMU F27 TR10,F27-1,TR10,3,3,96,96 Standard hiT 7300+,F0225,Unprotected,,,,,,,,
0001 DWDMU F27 TR10,F27-1,TR10,3,3,96,96 Standard hiT 7300+,F0227,Unprotected,,,,,,,,
0002 DWDMU F27 TR10,TR10,F27-1,3,3,96,96 Standard hiT 7300+,F0228,Unprotected,,,,,,,,
0002 DWDMU F27 TR10,TR10,F27-1,3,3,96,96 Standard hiT 7300+,F0226,Unprotected,,,,,,,,
0002 DWDMU F27 TR10,TR10,F27-1,3,3,96,96 Standard hiT 7300+,F0224,Unprotected,,,,,,,,
0001 DWDMU F25 F26,F25-1,F26-1,3,3,96,96 Standard hiT 7300+,F0207,Unprotected,,,,,,,,
0001 DWDMU F25 F26,F25-1,F26-1,3,3,96,96 Standard hiT 7300+,F0209,Unprotected,,,,,,,,
0002 DWDMU F25 F26,F26-1,F25-1,3,3,96,96 Standard hiT 7300+,F0210,Unprotected,,,,,,,,
0002 DWDMU F25 F26,F26-1,F25-1,3,3,96,96 Standard hiT 7300+,F0208,Unprotected,,,,,,,,
0001 DWDMU F25 TR10,F25-1,TR10,5,2,96,96 Standard hiT 7300+,F0217,Unprotected,,,,,,,,
0001 DWDMU F25 TR10,F25-1,TR10,5,2,96,96 Standard hiT 7300+,F0219,Unprotected,,,,,,,,
0001 DWDMU F25 TR10,F25-1,TR10,5,2,96,96 Standard hiT 7300+,F0221,Unprotected,,,,,,,,
0002 DWDMU F25 TR10,TR10,F25-1,2,5,96,96 Standard hiT 7300+,F0222,Unprotected,,,,,,,,
0002 DWDMU F25 TR10,TR10,F25-1,2,5,96,96 Standard hiT 7300+,F0220,Unprotected,,,,,,,,
0002 DWDMU F25 TR10,TR10,F25-1,2,5,96,96 Standard hiT 7300+,F0218,Unprotected,,,,,,,,
0003 DWDMU TR10 TR7,TR10,TR7,1,4,96,96 Standard hiT 7300+,F0197,Unprotected,,,,,,,,
0003 DWDMU TR10 TR7,TR10,TR7,1,4,96,96 Standard hiT 7300+,F0199,Unprotected,,,,,,,,
0004 DWDMU TR10 TR7,TR7,TR10,4,1,96,96 Standard hiT 7300+,F0200,Unprotected,,,,,,,,
0004 DWDMU TR10 TR7,TR7,TR10,4,1,96,96 Standard hiT 7300+,F0198,Unprotected,,,,,,,,
0001 DWDMU F26 TR7,F26-1,TR7,2,3,96,96 Standard hiT 7300+,F0193,Unprotected,,,,,,,,
0001 DWDMU F26 TR7,F26-1,TR7,2,3,96,96 Standard hiT 7300+,F0195,Unprotected,,,,,,,,
0002 DWDMU F26 TR7,TR7,F26-1,3,2,96,96 Standard hiT 7300+,F0196,Unprotected,,,,,,,,
0002 DWDMU F26 TR7,TR7,F26-1,3,2,96,96 Standard hiT 7300+,F0194,Unprotected,,,,,,,,
