#name,startNode,endNode,backname,mode,fiberType,length,measuredLossC,fixFiberMargin,measuredDispersionLambdaRefC,measuredDispersionSlopeC,measuredPmd,lossesToNode,lossesFromNode,deltaRamanGain,estimatedLossC,estimatedDispersionLambdaRefC,estimatedDispersionSlopeC,estimatedPmd,sharedRiskLinkGroup,startNodeType,endNodeType,startSiteLatitudeDeg,startSiteLatitudeMin,startSiteLatitudeSec,startSiteLongitudeDeg,startSiteLongitudeMin,startSiteLongitudeSec,endSiteLatitudeDeg,endSiteLatitudeMin,endSiteLatitudeSec,endSiteLongitudeDeg,endSiteLongitudeMin,endSiteLongitudeSec,startNode.version,endNode.version,startNode.systemType,endNode.systemType,dhcpPoolDomainName,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource,subNetNameTarget,subNetDescriptionTarget,subNetAreaScaleTarget,subNetAreaHeightTarget,subNetAreaWidthTarget,subNetLatitudeTarget,subNetLongitudeTarget,subNetIconLatitudeTarget,subNetIconLongitudeTarget
#Version 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0124,S0046-100,9,F0123,Auto,SSMF,57.9,12.159,0,972.72,0.058,0.380460247,0.25,0.25,0,12.159,972.72,0.058,0.380460247,,OLR,ONN-X96,48,37,3,11,21,14,48,7,11,11,32,36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0129,9,S0048-100,F0130,Auto,SSMF,83.2,17.472,0,1397.76,0.058,0.45607017,0.25,0.25,0,17.472,1397.76,0.058,0.45607017,,ONN-X96,OLR,48,7,11,11,32,36,48,20,40,10,45,39,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0130,S0048-100,9,F0129,Auto,SSMF,83.2,17.472,0,1397.76,0.058,0.45607017,0.25,0.25,0,17.472,1397.76,0.058,0.45607017,,OLR,ONN-X96,48,20,40,10,45,39,48,7,11,11,32,36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0089,10,S0033-100,F0090,Auto,SSMF,32.2,6.762,0,540.96,0.058,0.283725219,0.25,0.25,0,6.762,540.96,0.058,0.283725219,,ONN-X96,OLR,49,34,58,10,54,3,49,40,24,10,20,56,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0090,S0033-100,10,F0089,Auto,SSMF,32.2,6.762,0,540.96,0.058,0.283725219,0.25,0.25,0,6.762,540.96,0.058,0.283725219,,OLR,ONN-X96,49,40,24,10,20,56,49,34,58,10,54,3,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0121,S0045-100,10,F0122,Auto,SSMF,54.4,11.424,0,913.92,0.058,0.368781778,0.25,0.25,0,11.424,913.92,0.058,0.368781778,,OLR,ONN-X96,49,55,5,11,36,3,49,34,58,10,54,3,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0122,10,S0045-100,F0121,Auto,SSMF,54.4,11.424,0,913.92,0.058,0.368781778,0.25,0.25,0,11.424,913.92,0.058,0.368781778,,ONN-X96,OLR,49,34,58,10,54,3,49,55,5,11,36,3,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0127,S0047-100,10,F0128,Auto,SSMF,79.3,16.653,0,1332.24,0.058,0.445252737,0.25,0.25,0,16.653,1332.24,0.058,0.445252737,,OLR,ONN-X96,49,4,3,11,6,54,49,34,58,10,54,3,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0128,10,S0047-100,F0127,Auto,SSMF,79.3,16.653,0,1332.24,0.058,0.445252737,0.25,0.25,0,16.653,1332.24,0.058,0.445252737,,ONN-X96,OLR,49,34,58,10,54,3,49,4,3,11,6,54,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0133,10,S0050-100,F0134,Auto,SSMF,85.8,18.018,0,1441.44,0.058,0.463141447,0.25,0.25,0,18.018,1441.44,0.058,0.463141447,,ONN-X96,OLR,49,34,58,10,54,3,49,20,11,10,26,22,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0134,S0050-100,10,F0133,Auto,SSMF,85.8,18.018,0,1441.44,0.058,0.463141447,0.25,0.25,0,18.018,1441.44,0.058,0.463141447,,OLR,ONN-X96,49,20,11,10,26,22,49,34,58,10,54,3,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0097,S0036-100,11,F0098,Auto,SSMF,48.8,10.248,0,819.84,0.058,0.349284983,0.25,0.25,0,10.248,819.84,0.058,0.349284983,,OLR,ONN-X96,49,14,23,8,49,1,48,49,46,9,2,22,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0098,11,S0036-100,F0097,Auto,SSMF,48.8,10.248,0,819.84,0.058,0.349284983,0.25,0.25,0,10.248,819.84,0.058,0.349284983,,ONN-X96,OLR,48,49,46,9,2,22,49,14,23,8,49,1,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0137,S0049-100,11,F0138,Auto,SSMF,59.4,12.474,0,997.92,0.058,0.385356977,0.25,0.25,0,12.474,997.92,0.058,0.385356977,,OLR,ONN-X96,49,5,20,9,42,23,48,49,46,9,2,22,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0138,11,S0049-100,F0137,Auto,SSMF,59.4,12.474,0,997.92,0.058,0.385356977,0.25,0.25,0,12.474,997.92,0.058,0.385356977,,ONN-X96,OLR,48,49,46,9,2,22,49,5,20,9,42,23,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0139,11,S0051-100,F0140,Auto,SSMF,64.4,13.524,0,1081.92,0.058,0.401248052,0.25,0.25,0,13.524,1081.92,0.058,0.401248052,,ONN-X96,OLR,48,49,46,9,2,22,48,38,41,9,32,30,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0140,S0051-100,11,F0139,Auto,SSMF,64.4,13.524,0,1081.92,0.058,0.401248052,0.25,0.25,0,13.524,1081.92,0.058,0.401248052,,OLR,ONN-X96,48,38,41,9,32,30,48,49,46,9,2,22,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0131,S0048-100,12,F0132,Auto,SSMF,86.6,18.186,0,1454.88,0.058,0.465295604,0.25,0.25,0,18.186,1454.88,0.058,0.465295604,,OLR,ONN-X96,48,20,40,10,45,39,48,32,9,10,7,36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0132,12,S0048-100,F0131,Auto,SSMF,86.6,18.186,0,1454.88,0.058,0.465295604,0.25,0.25,0,18.186,1454.88,0.058,0.465295604,,ONN-X96,OLR,48,32,9,10,7,36,48,20,40,10,45,39,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0141,S0051-100,12,F0142,Auto,SSMF,37.2,7.812,0,624.96,0.058,0.304959013,0.25,0.25,0,7.812,624.96,0.058,0.304959013,,OLR,ONN-X96,48,38,41,9,32,30,48,32,9,10,7,36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0142,12,S0051-100,F0141,Auto,SSMF,37.2,7.812,0,624.96,0.058,0.304959013,0.25,0.25,0,7.812,624.96,0.058,0.304959013,,ONN-X96,OLR,48,32,9,10,7,36,48,38,41,9,32,30,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0003,S0001-100,S0002-100,F0004,Auto,SSMF,57.2,12.012,0,960.96,0.058,0.378153408,0.25,0.25,0,12.012,960.96,0.058,0.378153408,,OLR,OLR,53,19,53,10,48,7,53,7,46,11,20,14,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0004,S0002-100,S0001-100,F0003,Auto,SSMF,57.2,12.012,0,960.96,0.058,0.378153408,0.25,0.25,0,12.012,960.96,0.058,0.378153408,,OLR,OLR,53,7,46,11,20,14,53,19,53,10,48,7,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0005,S0002-100,S0003-100,F0006,Auto,SSMF,51.6,10.836,0,866.88,0.058,0.359165699,0.25,0.25,0,10.836,866.88,0.058,0.359165699,,OLR,OLR,53,7,46,11,20,14,52,55,53,11,52,51,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0006,S0003-100,S0002-100,F0005,Auto,SSMF,51.6,10.836,0,866.88,0.058,0.359165699,0.25,0.25,0,10.836,866.88,0.058,0.359165699,,OLR,OLR,52,55,53,11,52,51,53,7,46,11,20,14,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0007,S0003-100,S0004-100,F0008,Auto,SSMF,89.5,18.795,0,1503.6,0.058,0.473022198,0.25,0.25,0,18.795,1503.6,0.058,0.473022198,,OLR,OLR,52,55,53,11,52,51,52,42,8,12,35,51,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0008,S0004-100,S0003-100,F0007,Auto,SSMF,89.5,18.795,0,1503.6,0.058,0.473022198,0.25,0.25,0,18.795,1503.6,0.058,0.473022198,,OLR,OLR,52,42,8,12,35,51,52,55,53,11,52,51,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0013,S0005-100,S0006-100,F0014,Auto,SSMF,67.5,14.175,0,1134.0,0.058,0.410791918,0.25,0.25,0,14.175,1134.0,0.058,0.410791918,,OLR,OLR,52,56,28,9,36,28,52,47,13,10,18,58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0014,S0006-100,S0005-100,F0013,Auto,SSMF,67.5,14.175,0,1134.0,0.058,0.410791918,0.25,0.25,0,14.175,1134.0,0.058,0.410791918,,OLR,OLR,52,47,13,10,18,58,52,56,28,9,36,28,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0015,S0006-100,S0007-100,F0016,Auto,SSMF,64.5,13.545,0,1083.6,0.058,0.40155946,0.25,0.25,0,13.545,1083.6,0.058,0.40155946,,OLR,OLR,52,47,13,10,18,58,52,38,14,11,4,55,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0016,S0007-100,S0006-100,F0015,Auto,SSMF,64.5,13.545,0,1083.6,0.058,0.40155946,0.25,0.25,0,13.545,1083.6,0.058,0.40155946,,OLR,OLR,52,38,14,11,4,55,52,47,13,10,18,58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0017,S0007-100,S0008-100,F0018,Auto,SSMF,58.0,12.18,0,974.4,0.058,0.380788655,0.25,0.25,0,12.18,974.4,0.058,0.380788655,,OLR,OLR,52,38,14,11,4,55,52,31,38,11,59,17,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0018,S0008-100,S0007-100,F0017,Auto,SSMF,58.0,12.18,0,974.4,0.058,0.380788655,0.25,0.25,0,12.18,974.4,0.058,0.380788655,,OLR,OLR,52,31,38,11,59,17,52,38,14,11,4,55,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0023,S0009-100,S0010-100,F0024,Auto,SSMF,77.2,16.212,0,1296.96,0.058,0.439317652,0.25,0.25,0,16.212,1296.96,0.058,0.439317652,,OLR,OLR,52,13,50,13,1,33,51,51,21,12,42,16,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0024,S0010-100,S0009-100,F0023,Auto,SSMF,77.2,16.212,0,1296.96,0.058,0.439317652,0.25,0.25,0,16.212,1296.96,0.058,0.439317652,,OLR,OLR,51,51,21,12,42,16,52,13,50,13,1,33,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0031,S0011-100,S0012-100,F0032,Auto,SSMF,74.1,15.561,0,1244.88,0.058,0.430406784,0.25,0.25,0,15.561,1244.88,0.058,0.430406784,,OLR,OLR,51,40,57,8,10,28,51,59,16,8,33,12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0032,S0012-100,S0011-100,F0031,Auto,SSMF,74.1,15.561,0,1244.88,0.058,0.430406784,0.25,0.25,0,15.561,1244.88,0.058,0.430406784,,OLR,OLR,51,59,16,8,33,12,51,40,57,8,10,28,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0033,S0012-100,S0013-100,F0034,Auto,SSMF,72.6,15.246,0,1219.68,0.058,0.426028168,0.25,0.25,0,15.246,1219.68,0.058,0.426028168,,OLR,OLR,51,59,16,8,33,12,52,24,43,9,7,48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0034,S0013-100,S0012-100,F0033,Auto,SSMF,72.6,15.246,0,1219.68,0.058,0.426028168,0.25,0.25,0,15.246,1219.68,0.058,0.426028168,,OLR,OLR,52,24,43,9,7,48,51,59,16,8,33,12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0035,S0013-100,S0014-100,F0036,Auto,SSMF,66.5,13.965,0,1117.2,0.058,0.40773766,0.25,0.25,0,13.965,1117.2,0.058,0.40773766,,OLR,OLR,52,24,43,9,7,48,52,40,20,9,35,58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0036,S0014-100,S0013-100,F0035,Auto,SSMF,66.5,13.965,0,1117.2,0.058,0.40773766,0.25,0.25,0,13.965,1117.2,0.058,0.40773766,,OLR,OLR,52,40,20,9,35,58,52,24,43,9,7,48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0037,S0014-100,S0015-100,F0038,Auto,SSMF,80.2,16.842,0,1347.36,0.058,0.447772263,0.25,0.25,0,16.842,1347.36,0.058,0.447772263,,OLR,OLR,52,40,20,9,35,58,53,14,17,10,2,10,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0038,S0015-100,S0014-100,F0037,Auto,SSMF,80.2,16.842,0,1347.36,0.058,0.447772263,0.25,0.25,0,16.842,1347.36,0.058,0.447772263,,OLR,OLR,53,14,17,10,2,10,52,40,20,9,35,58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0045,S0016-100,S0017-100,F0046,Auto,SSMF,60.4,12.684,0,1014.72,0.058,0.388587184,0.25,0.25,0,12.684,1014.72,0.058,0.388587184,,OLR,OLR,51,51,39,7,39,20,52,10,30,7,56,38,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0046,S0017-100,S0016-100,F0045,Auto,SSMF,60.4,12.684,0,1014.72,0.058,0.388587184,0.25,0.25,0,12.684,1014.72,0.058,0.388587184,,OLR,OLR,52,10,30,7,56,38,51,51,39,7,39,20,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0047,S0017-100,S0018-100,F0048,Auto,SSMF,49.6,10.416,0,833.28,0.058,0.352136337,0.25,0.25,0,10.416,833.28,0.058,0.352136337,,OLR,OLR,52,10,30,7,56,38,52,34,38,8,18,23,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0048,S0018-100,S0017-100,F0047,Auto,SSMF,49.6,10.416,0,833.28,0.058,0.352136337,0.25,0.25,0,10.416,833.28,0.058,0.352136337,,OLR,OLR,52,34,38,8,18,23,52,10,30,7,56,38,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0059,S0020-100,S0021-100,F0060,Auto,SSMF,60.1,12.621,0,1009.68,0.058,0.387620948,0.25,0.25,0,12.621,1009.68,0.058,0.387620948,,OLR,OLR,50,35,50,8,42,6,51,2,4,8,44,5,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0060,S0021-100,S0020-100,F0059,Auto,SSMF,60.1,12.621,0,1009.68,0.058,0.387620948,0.25,0.25,0,12.621,1009.68,0.058,0.387620948,,OLR,OLR,51,2,4,8,44,5,50,35,50,8,42,6,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0061,S0021-100,S0022-100,F0062,Auto,SSMF,77.4,16.254,0,1300.32,0.058,0.439886348,0.25,0.25,0,16.254,1300.32,0.058,0.439886348,,OLR,OLR,51,2,4,8,44,5,51,26,49,8,47,32,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0062,S0022-100,S0021-100,F0061,Auto,SSMF,77.4,16.254,0,1300.32,0.058,0.439886348,0.25,0.25,0,16.254,1300.32,0.058,0.439886348,,OLR,OLR,51,26,49,8,47,32,51,2,4,8,44,5,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0063,S0022-100,S0023-100,F0064,Auto,SSMF,61.9,12.999,0,1039.92,0.058,0.393382765,0.25,0.25,0,12.999,1039.92,0.058,0.393382765,,OLR,OLR,51,26,49,8,47,32,51,58,40,8,52,29,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0064,S0023-100,S0022-100,F0063,Auto,SSMF,61.9,12.999,0,1039.92,0.058,0.393382765,0.25,0.25,0,12.999,1039.92,0.058,0.393382765,,OLR,OLR,51,58,40,8,52,29,51,26,49,8,47,32,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0067,S0025-100,S0024-100,F0068,Auto,SSMF,83.2,17.472,0,1397.76,0.058,0.45607017,0.25,0.25,0,17.472,1397.76,0.058,0.45607017,,OLR,OLR,50,20,7,8,3,4,50,30,49,7,44,17,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0068,S0024-100,S0025-100,F0067,Auto,SSMF,83.2,17.472,0,1397.76,0.058,0.45607017,0.25,0.25,0,17.472,1397.76,0.058,0.45607017,,OLR,OLR,50,30,49,7,44,17,50,20,7,8,3,4,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0073,S0026-100,S0027-100,F0074,Auto,SSMF,59.5,12.495,0,999.6,0.058,0.385681215,0.25,0.25,0,12.495,999.6,0.058,0.385681215,,OLR,OLR,50,18,13,9,19,10,50,34,54,10,1,40,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0074,S0027-100,S0026-100,F0073,Auto,SSMF,59.5,12.495,0,999.6,0.058,0.385681215,0.25,0.25,0,12.495,999.6,0.058,0.385681215,,OLR,OLR,50,34,54,10,1,40,50,18,13,9,19,10,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0075,S0027-100,S0028-100,F0076,Auto,SSMF,75.5,15.855,0,1268.4,0.058,0.434453679,0.25,0.25,0,15.855,1268.4,0.058,0.434453679,,OLR,OLR,50,34,54,10,1,40,50,44,55,10,36,15,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0076,S0028-100,S0027-100,F0075,Auto,SSMF,75.5,15.855,0,1268.4,0.058,0.434453679,0.25,0.25,0,15.855,1268.4,0.058,0.434453679,,OLR,OLR,50,44,55,10,36,15,50,34,54,10,1,40,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0077,S0028-100,S0029-100,F0078,Auto,SSMF,84.4,17.724,0,1417.92,0.058,0.459347363,0.25,0.25,0,17.724,1417.92,0.058,0.459347363,,OLR,OLR,50,44,55,10,36,15,50,55,32,11,9,52,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0078,S0029-100,S0028-100,F0077,Auto,SSMF,84.4,17.724,0,1417.92,0.058,0.459347363,0.25,0.25,0,17.724,1417.92,0.058,0.459347363,,OLR,OLR,50,55,32,11,9,52,50,44,55,10,36,15,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0079,S0029-100,S0030-100,F0080,Auto,SSMF,70.5,14.805,0,1184.4,0.058,0.41982139,0.25,0.25,0,14.805,1184.4,0.058,0.41982139,,OLR,OLR,50,55,32,11,9,52,51,6,25,11,49,24,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0080,S0030-100,S0029-100,F0079,Auto,SSMF,70.5,14.805,0,1184.4,0.058,0.41982139,0.25,0.25,0,14.805,1184.4,0.058,0.41982139,,OLR,OLR,51,6,25,11,49,24,50,55,32,11,9,52,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0085,S0031-100,S0032-100,F0086,Auto,SSMF,70.7,14.847,0,1187.76,0.058,0.42041646,0.25,0.25,0,14.847,1187.76,0.058,0.42041646,,OLR,OLR,49,53,29,9,22,37,49,47,45,9,57,43,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0086,S0032-100,S0031-100,F0085,Auto,SSMF,70.7,14.847,0,1187.76,0.058,0.42041646,0.25,0.25,0,14.847,1187.76,0.058,0.42041646,,OLR,OLR,49,47,45,9,57,43,49,53,29,9,22,37,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0087,S0032-100,S0033-100,F0088,Auto,SSMF,70.9,14.889,0,1191.12,0.058,0.421010688,0.25,0.25,0,14.889,1191.12,0.058,0.421010688,,OLR,OLR,49,47,45,9,57,43,49,40,24,10,20,56,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0088,S0033-100,S0032-100,F0087,Auto,SSMF,70.9,14.889,0,1191.12,0.058,0.421010688,0.25,0.25,0,14.889,1191.12,0.058,0.421010688,,OLR,OLR,49,40,24,10,20,56,49,47,45,9,57,43,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0093,S0034-100,S0035-100,F0094,Auto,SSMF,69.3,14.553,0,1164.24,0.058,0.416233107,0.25,0.25,0,14.553,1164.24,0.058,0.416233107,,OLR,OLR,49,48,4,8,38,39,49,30,9,8,43,5,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0094,S0035-100,S0034-100,F0093,Auto,SSMF,69.3,14.553,0,1164.24,0.058,0.416233107,0.25,0.25,0,14.553,1164.24,0.058,0.416233107,,OLR,OLR,49,30,9,8,43,5,49,48,4,8,38,39,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0095,S0035-100,S0036-100,F0096,Auto,SSMF,63.5,13.335,0,1066.8,0.058,0.398434436,0.25,0.25,0,13.335,1066.8,0.058,0.398434436,,OLR,OLR,49,30,9,8,43,5,49,14,23,8,49,1,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0096,S0036-100,S0035-100,F0095,Auto,SSMF,63.5,13.335,0,1066.8,0.058,0.398434436,0.25,0.25,0,13.335,1066.8,0.058,0.398434436,,OLR,OLR,49,14,23,8,49,1,49,30,9,8,43,5,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0101,S0037-100,S0038-100,F0102,Auto,SSMF,64.8,13.608,0,1088.64,0.058,0.402492235,0.25,0.25,0,13.608,1088.64,0.058,0.402492235,,OLR,OLR,53,27,33,9,6,49,53,25,47,9,35,58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0102,S0038-100,S0037-100,F0101,Auto,SSMF,64.8,13.608,0,1088.64,0.058,0.402492235,0.25,0.25,0,13.608,1088.64,0.058,0.402492235,,OLR,OLR,53,25,47,9,35,58,53,27,33,9,6,49,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0107,S0039-100,S0040-100,F0108,Auto,SSMF,84.5,17.745,0,1419.6,0.058,0.459619407,0.25,0.25,0,17.745,1419.6,0.058,0.459619407,,OLR,OLR,52,26,13,9,45,51,52,3,13,10,18,28,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0108,S0040-100,S0039-100,F0107,Auto,SSMF,84.5,17.745,0,1419.6,0.058,0.459619407,0.25,0.25,0,17.745,1419.6,0.058,0.459619407,,OLR,OLR,52,3,13,10,18,28,52,26,13,9,45,51,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0109,S0040-100,S0041-100,F0110,Auto,SSMF,88.7,18.627,0,1490.16,0.058,0.470903387,0.25,0.25,0,18.627,1490.16,0.058,0.470903387,,OLR,OLR,52,3,13,10,18,28,51,44,1,11,2,27,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0110,S0041-100,S0040-100,F0109,Auto,SSMF,88.7,18.627,0,1490.16,0.058,0.470903387,0.25,0.25,0,18.627,1490.16,0.058,0.470903387,,OLR,OLR,51,44,1,11,2,27,52,3,13,10,18,28,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0115,S0042-100,S0043-100,F0116,Auto,SSMF,63.5,13.335,0,1066.8,0.058,0.398434436,0.25,0.25,0,13.335,1066.8,0.058,0.398434436,,OLR,OLR,50,55,32,12,21,1,50,35,31,12,8,11,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
