#name,startNode,endNode,backname,mode,fiberType,length,measuredLossC,fixFiberMargin,fiberMarginPerKm,spanFixMargin,totalFiberLoss,measuredDispersionLambdaRefC,measuredDispersionSlopeC,measuredPmd,lossesToNode,lossesFromNode,deltaBackwardPumpingRamanGain,deltaForwardPumpingRamanGain,estimatedLossC,estimatedDispersionLambdaRefC,estimatedDispersionSlopeC,estimatedPmd,sharedRiskLinkGroup,startNodeType,endNodeType,startSiteLatitudeDeg,startSiteLatitudeMin,startSiteLatitudeSec,startSiteLongitudeDeg,startSiteLongitudeMin,startSiteLongitudeSec,endSiteLatitudeDeg,endSiteLatitudeMin,endSiteLatitudeSec,endSiteLongitudeDeg,endSiteLongitudeMin,endSiteLongitudeSec,startNode.version,endNode.version,startNode.systemType,endNode.systemType,dhcpPoolDomainName,protecting,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource,subNetNameTarget,subNetDescriptionTarget,subNetAreaScaleTarget,subNetAreaHeightTarget,subNetAreaWidthTarget,subNetLatitudeTarget,subNetLongitudeTarget,subNetIconLatitudeTarget,subNetIconLongitudeTarget
#Version 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0382,18,S0119-100,F0381,Auto,SSMF,100.0,14.52,0.0,0.01,0.0,24.1,1680.0,0.058,1.555634918,0.25,0.25,0.0,0.0,14.52,1680.0,0.058,1.555634918,,ONN-X96,OLR,37.0,21.0,57.0,13.0,34.0,39.0,37.0,39.0,35.0,13.0,15.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0399,S0124-100,18,F0400,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,ONN-X96,37.0,10.0,56.0,14.0,2.0,49.0,37.0,21.0,57.0,13.0,34.0,39.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0400,18,S0124-100,F0399,Auto,SSMF,100.0,16.56,0.0,0.01,0.0,24.1,1680.0,0.058,1.661324772,0.25,0.25,0.0,0.0,16.56,1680.0,0.058,1.661324772,,ONN-X96,OLR,37.0,21.0,57.0,13.0,34.0,39.0,37.0,10.0,56.0,14.0,2.0,49.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0367,S0111-100,11,F0368,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,ONN-X96,38.0,4.0,57.0,15.0,15.0,28.0,37.0,36.0,4.0,15.0,7.0,33.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0368,11,S0111-100,F0367,Auto,SSMF,100.0,15.24,0.0,0.01,0.0,24.1,1680.0,0.058,1.593737745,0.25,0.25,0.0,0.0,15.24,1680.0,0.058,1.593737745,,ONN-X96,OLR,37.0,36.0,4.0,15.0,7.0,33.0,38.0,4.0,57.0,15.0,15.0,28.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0043,11,S0114-100,F0044,Auto,LEAF Corning,78.25,17.215,0.0,0.01,0.0,19.7975,328.65,0.086,0.35383612,0.25,0.25,0.0,0.0,17.215,328.65,0.086,0.35383612,,ONN-X96,OLR,37.0,36.0,4.0,15.0,7.0,33.0,37.0,56.0,23.0,15.0,32.0,16.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0044,S0114-100,11,F0043,Auto,LEAF Corning,78.25,17.215,0.0,0.01,0.0,19.7975,328.65,0.086,0.35383612,0.25,0.25,0.0,0.0,17.215,328.65,0.086,0.35383612,,OLR,ONN-X96,37.0,56.0,23.0,15.0,32.0,16.0,37.0,36.0,4.0,15.0,7.0,33.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0387,S0123-100,11,F0388,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,OLR,ONN-X96,37.0,46.0,14.0,14.0,40.0,52.0,37.0,36.0,4.0,15.0,7.0,33.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0388,11,S0123-100,F0387,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,ONN-X96,OLR,37.0,36.0,4.0,15.0,7.0,33.0,37.0,46.0,14.0,14.0,40.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0039,11,S0129-100,F0040,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,ONN-X96,OLR,37.0,36.0,4.0,15.0,7.0,33.0,37.0,16.0,3.0,15.0,14.0,58.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0040,S0129-100,11,F0039,Auto,SSMF,100.0,16.32,0.0,0.01,0.0,24.1,1680.0,0.058,1.64924225,0.25,0.25,0.0,0.0,16.32,1680.0,0.058,1.64924225,,OLR,ONN-X96,37.0,16.0,3.0,15.0,14.0,58.0,37.0,36.0,4.0,15.0,7.0,33.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0259,S0059-100,32,F0260,Auto,SSMF,66.0,13.86,0.0,0.01,0.0,16.02,1108.8,0.058,0.40620192,0.25,0.25,0.0,0.0,13.86,1108.8,0.058,0.40620192,,OLR,ONN-X96,42.0,45.0,47.0,12.0,0.0,45.0,42.0,23.0,13.0,12.0,32.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0260,32,S0059-100,F0259,Auto,SSMF,66.0,13.86,0.0,0.01,0.0,16.02,1108.8,0.058,0.40620192,0.25,0.25,0.0,0.0,13.86,1108.8,0.058,0.40620192,,ONN-X96,OLR,42.0,23.0,13.0,12.0,32.0,23.0,42.0,45.0,47.0,12.0,0.0,45.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0263,S0061-100,32,F0264,Auto,SSMF,79.0,16.59,0.0,0.01,0.0,19.18,1327.2,0.058,0.44440972,0.25,0.25,0.0,0.0,16.59,1327.2,0.058,0.44440972,,OLR,ONN-X96,42.0,43.0,14.0,12.0,27.0,26.0,42.0,23.0,13.0,12.0,32.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0264,32,S0061-100,F0263,Auto,SSMF,79.0,16.59,0.0,0.01,0.0,19.18,1327.2,0.058,0.44440972,0.25,0.25,0.0,0.0,16.59,1327.2,0.058,0.44440972,,ONN-X96,OLR,42.0,23.0,13.0,12.0,32.0,23.0,42.0,43.0,14.0,12.0,27.0,26.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0265,S0062-100,32,F0266,Auto,SSMF,54.5,11.445,0.0,0.01,0.0,13.39,915.6,0.058,0.369120576,0.25,0.25,0.0,0.0,11.445,915.6,0.058,0.369120576,,OLR,ONN-X96,42.0,21.0,45.0,12.0,11.0,8.0,42.0,23.0,13.0,12.0,32.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0266,32,S0062-100,F0265,Auto,SSMF,54.5,11.445,0.0,0.01,0.0,13.39,915.6,0.058,0.369120576,0.25,0.25,0.0,0.0,11.445,915.6,0.058,0.369120576,,ONN-X96,OLR,42.0,23.0,13.0,12.0,32.0,23.0,42.0,21.0,45.0,12.0,11.0,8.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0057,32,S0089-100,F0058,Auto,LEAF Corning,60.75,13.365,0.0,0.01,0.0,15.4725,255.15,0.086,0.311769145,0.25,0.25,0.0,0.0,13.365,255.15,0.086,0.311769145,,ONN-X96,OLR,42.0,23.0,13.0,12.0,32.0,23.0,42.0,0.0,31.0,13.0,16.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0058,S0089-100,32,F0057,Auto,LEAF Corning,60.75,13.365,0.0,0.01,0.0,15.4725,255.15,0.086,0.311769145,0.25,0.25,0.0,0.0,13.365,255.15,0.086,0.311769145,,OLR,ONN-X96,42.0,0.0,31.0,13.0,16.0,52.0,42.0,23.0,13.0,12.0,32.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0095,25,S0032-100,F0096,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,ONN-X96,OLR,45.0,3.0,32.0,9.0,55.0,14.0,45.0,0.0,23.0,10.0,18.0,57.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0096,S0032-100,25,F0095,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,OLR,ONN-X96,45.0,0.0,23.0,10.0,18.0,57.0,45.0,3.0,32.0,9.0,55.0,14.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0207,S0033-100,25,F0208,Auto,LEAF Corning,44.5,9.79,0.0,0.01,0.0,11.435,186.9,0.086,0.266833281,0.25,0.25,0.0,0.0,9.79,186.9,0.086,0.266833281,,OLR,ONN-X96,45.0,30.0,39.0,9.0,34.0,58.0,45.0,3.0,32.0,9.0,55.0,14.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0208,25,S0033-100,F0207,Auto,LEAF Corning,44.5,9.79,0.0,0.01,0.0,11.435,186.9,0.086,0.266833281,0.25,0.25,0.0,0.0,9.79,186.9,0.086,0.266833281,,ONN-X96,OLR,45.0,3.0,32.0,9.0,55.0,14.0,45.0,30.0,39.0,9.0,34.0,58.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0215,S0037-100,25,F0216,Auto,SSMF,40.5,8.504999999,0.0,0.01,0.0,10.009999999,680.4,0.058,0.318198051,0.25,0.25,0.0,0.0,8.504999999,680.4,0.058,0.318198051,,OLR,ONN-X96,45.0,2.0,50.0,9.0,27.0,4.0,45.0,3.0,32.0,9.0,55.0,14.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0216,25,S0037-100,F0215,Auto,SSMF,40.5,8.504999999,0.0,0.01,0.0,10.009999999,680.4,0.058,0.318198051,0.25,0.25,0.0,0.0,8.504999999,680.4,0.058,0.318198051,,ONN-X96,OLR,45.0,3.0,32.0,9.0,55.0,14.0,45.0,2.0,50.0,9.0,27.0,4.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0097,25,S0046-100,F0098,Auto,SSMF,68.5,14.385,0.0,0.01,0.0,16.669999999,1150.8,0.058,0.413823633,0.25,0.25,0.0,0.0,14.385,1150.8,0.058,0.413823633,,ONN-X96,OLR,45.0,3.0,32.0,9.0,55.0,14.0,44.0,46.0,2.0,9.0,55.0,14.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0098,S0046-100,25,F0097,Auto,SSMF,68.5,14.385,0.0,0.01,0.0,16.669999999,1150.8,0.058,0.413823633,0.25,0.25,0.0,0.0,14.385,1150.8,0.058,0.413823633,,OLR,ONN-X96,44.0,46.0,2.0,9.0,55.0,14.0,45.0,3.0,32.0,9.0,55.0,14.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0195,S0027-100,26,F0196,Auto,LEAF Corning,43.0,9.46,0.0,0.01,0.0,11.09,180.6,0.086,0.26229754,0.25,0.25,0.0,0.0,9.46,180.6,0.086,0.26229754,,OLR,ONN-X96,45.0,26.0,51.0,11.0,26.0,39.0,45.0,26.0,9.0,11.0,49.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0196,26,S0027-100,F0195,Auto,LEAF Corning,43.0,9.46,0.0,0.01,0.0,11.09,180.6,0.086,0.26229754,0.25,0.25,0.0,0.0,9.46,180.6,0.086,0.26229754,,ONN-X96,OLR,45.0,26.0,9.0,11.0,49.0,23.0,45.0,26.0,51.0,11.0,26.0,39.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0197,S0028-100,26,F0198,Auto,LEAF Corning,67.5,14.85,0.0,0.01,0.0,17.125,283.5,0.086,0.328633534,0.25,0.25,0.0,0.0,14.85,283.5,0.086,0.328633534,,OLR,ONN-X96,45.0,5.0,59.0,11.0,40.0,0.0,45.0,26.0,9.0,11.0,49.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0198,26,S0028-100,F0197,Auto,LEAF Corning,67.5,14.85,0.0,0.01,0.0,17.125,283.5,0.086,0.328633534,0.25,0.25,0.0,0.0,14.85,283.5,0.086,0.328633534,,ONN-X96,OLR,45.0,26.0,9.0,11.0,49.0,23.0,45.0,5.0,59.0,11.0,40.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0149,S0005-100,S0004-100,F0150,Auto,SSMF,65.0,13.65,0.0,0.01,0.0,15.8,1092.0,0.058,0.403112887,0.25,0.25,0.0,0.0,13.65,1092.0,0.058,0.403112887,,OLR,OLR,43.0,30.0,8.0,13.0,10.0,56.0,43.0,21.0,32.0,12.0,44.0,44.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0150,S0004-100,S0005-100,F0149,Auto,SSMF,65.0,13.65,0.0,0.01,0.0,15.8,1092.0,0.058,0.403112887,0.25,0.25,0.0,0.0,13.65,1092.0,0.058,0.403112887,,OLR,OLR,43.0,21.0,32.0,12.0,44.0,44.0,43.0,30.0,8.0,13.0,10.0,56.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0153,S0006-100,S0007-100,F0154,Auto,LEAF Corning,53.0,11.66,0.0,0.01,0.0,13.49,222.6,0.086,0.291204395,0.25,0.25,0.0,0.0,11.66,222.6,0.086,0.291204395,,OLR,OLR,43.0,23.0,19.0,13.0,50.0,57.0,43.0,11.0,49.0,13.0,57.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0154,S0007-100,S0006-100,F0153,Auto,LEAF Corning,53.0,11.66,0.0,0.01,0.0,13.49,222.6,0.086,0.291204395,0.25,0.25,0.0,0.0,11.66,222.6,0.086,0.291204395,,OLR,OLR,43.0,11.0,49.0,13.0,57.0,23.0,43.0,23.0,19.0,13.0,50.0,57.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0157,S0008-100,S0009-100,F0158,Auto,LEAF Corning,74.0,16.28,0.0,0.01,0.0,18.72,310.8,0.086,0.34409301,0.25,0.25,0.0,0.0,16.28,310.8,0.086,0.34409301,,OLR,OLR,41.0,50.0,36.0,15.0,19.0,55.0,41.0,40.0,16.0,15.0,43.0,38.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0158,S0009-100,S0008-100,F0157,Auto,LEAF Corning,74.0,16.28,0.0,0.01,0.0,18.72,310.8,0.086,0.34409301,0.25,0.25,0.0,0.0,16.28,310.8,0.086,0.34409301,,OLR,OLR,41.0,40.0,16.0,15.0,43.0,38.0,41.0,50.0,36.0,15.0,19.0,55.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0159,S0010-100,S0009-100,F0160,Auto,SSMF,74.0,15.54,0.0,0.01,0.0,17.979999999,1243.2,0.058,0.430116263,0.25,0.25,0.0,0.0,15.54,1243.2,0.058,0.430116263,,OLR,OLR,41.0,26.0,58.0,16.0,5.0,52.0,41.0,40.0,16.0,15.0,43.0,38.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0160,S0009-100,S0010-100,F0159,Auto,SSMF,74.0,15.54,0.0,0.01,0.0,17.979999999,1243.2,0.058,0.430116263,0.25,0.25,0.0,0.0,15.54,1243.2,0.058,0.430116263,,OLR,OLR,41.0,40.0,16.0,15.0,43.0,38.0,41.0,26.0,58.0,16.0,5.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0165,S0012-100,S0013-100,F0166,Auto,LEAF Corning,62.0,13.64,0.0,0.01,0.0,15.76,260.4,0.086,0.314960314,0.25,0.25,0.0,0.0,13.64,260.4,0.086,0.314960314,,OLR,OLR,41.0,8.0,1.0,15.0,9.0,32.0,41.0,10.0,15.0,15.0,37.0,12.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0166,S0013-100,S0012-100,F0165,Auto,LEAF Corning,62.0,13.64,0.0,0.01,0.0,15.76,260.4,0.086,0.314960314,0.25,0.25,0.0,0.0,13.64,260.4,0.086,0.314960314,,OLR,OLR,41.0,10.0,15.0,15.0,37.0,12.0,41.0,8.0,1.0,15.0,9.0,32.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0167,S0013-100,S0014-100,F0168,Auto,LEAF Corning,62.0,13.64,0.0,0.01,0.0,15.76,260.4,0.086,0.314960314,0.25,0.25,0.0,0.0,13.64,260.4,0.086,0.314960314,,OLR,OLR,41.0,10.0,15.0,15.0,37.0,12.0,41.0,11.0,0.0,16.0,7.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0168,S0014-100,S0013-100,F0167,Auto,LEAF Corning,62.0,13.64,0.0,0.01,0.0,15.76,260.4,0.086,0.314960314,0.25,0.25,0.0,0.0,13.64,260.4,0.086,0.314960314,,OLR,OLR,41.0,11.0,0.0,16.0,7.0,51.0,41.0,10.0,15.0,15.0,37.0,12.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0171,S0016-100,S0015-100,F0172,Auto,LEAF Corning,56.0,12.32,0.0,0.01,0.0,14.28,235.2,0.086,0.29933259,0.25,0.25,0.0,0.0,12.32,235.2,0.086,0.29933259,,OLR,OLR,46.0,16.0,44.0,10.0,57.0,0.0,45.0,57.0,13.0,11.0,0.0,58.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0172,S0015-100,S0016-100,F0171,Auto,LEAF Corning,56.0,12.32,0.0,0.01,0.0,14.28,235.2,0.086,0.29933259,0.25,0.25,0.0,0.0,12.32,235.2,0.086,0.29933259,,OLR,OLR,45.0,57.0,13.0,11.0,0.0,58.0,46.0,16.0,44.0,10.0,57.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0175,S0017-100,S0018-100,F0176,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,OLR,OLR,46.0,25.0,37.0,11.0,20.0,44.0,46.0,7.0,10.0,11.0,26.0,39.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0176,S0018-100,S0017-100,F0175,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,OLR,OLR,46.0,7.0,10.0,11.0,26.0,39.0,46.0,25.0,37.0,11.0,20.0,44.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0185,S0022-100,S0023-100,F0186,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,OLR,OLR,45.0,37.0,34.0,12.0,45.0,44.0,45.0,44.0,29.0,13.0,7.0,28.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0186,S0023-100,S0022-100,F0185,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,OLR,OLR,45.0,44.0,29.0,13.0,7.0,28.0,45.0,37.0,34.0,12.0,45.0,44.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0189,S0024-100,S0025-100,F0190,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,45.0,5.0,38.0,12.0,39.0,48.0,44.0,47.0,5.0,12.0,48.0,12.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0190,S0025-100,S0024-100,F0189,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,44.0,47.0,5.0,12.0,48.0,12.0,45.0,5.0,38.0,12.0,39.0,48.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0191,S0025-100,S0026-100,F0192,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,44.0,47.0,5.0,12.0,48.0,12.0,44.0,35.0,30.0,12.0,35.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0192,S0026-100,S0025-100,F0191,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,44.0,35.0,30.0,12.0,35.0,51.0,44.0,47.0,5.0,12.0,48.0,12.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0199,S0029-100,S0030-100,F0200,Auto,LEAF Corning,58.0,12.76,0.0,0.01,0.0,14.74,243.6,0.086,0.304630924,0.25,0.25,0.0,0.0,12.76,243.6,0.086,0.304630924,,OLR,OLR,44.0,29.0,51.0,11.0,44.0,56.0,44.0,22.0,27.0,11.0,57.0,18.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0200,S0030-100,S0029-100,F0199,Auto,LEAF Corning,58.0,12.76,0.0,0.01,0.0,14.74,243.6,0.086,0.304630924,0.25,0.25,0.0,0.0,12.76,243.6,0.086,0.304630924,,OLR,OLR,44.0,22.0,27.0,11.0,57.0,18.0,44.0,29.0,51.0,11.0,44.0,56.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0209,S0034-100,S0035-100,F0210,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,OLR,OLR,45.0,36.0,11.0,9.0,44.0,22.0,45.0,26.0,9.0,10.0,21.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0210,S0035-100,S0034-100,F0209,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,OLR,OLR,45.0,26.0,9.0,10.0,21.0,25.0,45.0,36.0,11.0,9.0,44.0,22.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
